name,external_id
Active Scanning,T1595
Scanning IP Blocks,T1595.001
Vulnerability Scanning,T1595.002
Wordlist Scanning,T1595.003
Search Open Technical Databases,T1596
DNS/Passive DNS,T1596.001
WHOIS,T1596.002
Digital Certificates,T1596.003
CDNs,T1596.004
Scan Databases,T1596.005
Search Closed Sources,T1597
Threat Intel Vendors,T1597.001
Purchase Technical Data,T1597.002
Phishing for Information,T1598
Spearphishing Service,T1598.001
Spearphishing Attachment,T1598.002
Spearphishing Link,T1598.003
Spearphishing Voice,T1598.004
Network Boundary Bridging,T1599
Network Address Translation Traversal,T1599.001
Weaken Encryption,T1600
Reduce Key Space,T1600.001
Disable Crypto Hardware,T1600.002
Modify System Image,T1601
Patch System Image,T1601.001
Downgrade System Image,T1601.002
Data from Configuration Repository,T1602
SNMP (MIB Dump),T1602.001
Network Device Configuration Dump,T1602.002
Forge Web Credentials,T1606
Web Cookies,T1606.001
SAML Tokens,T1606.002
Stage Capabilities,T1608
Upload Malware,T1608.001
Upload Tool,T1608.002
Install Digital Certificate,T1608.003
Drive-by Target,T1608.004
Link Target,T1608.005
SEO Poisoning,T1608.006
Container Administration Command,T1609
Deploy Container,T1610
Escape to Host,T1611
Build Image on Host,T1612
Container and Resource Discovery,T1613
System Location Discovery,T1614
System Language Discovery,T1614.001
Group Policy Discovery,T1615
Cloud Storage Object Discovery,T1619
Reflective Code Loading,T1620
Multi-Factor Authentication Request Generation,T1621
Debugger Evasion,T1622
Plist File Modification,T1647
Serverless Execution,T1648
Steal or Forge Authentication Certificates,T1649
Acquire Access,T1650
Cloud Administration Command,T1651
Device Driver Discovery,T1652
Power Settings,T1653
Log Enumeration,T1654
Impersonation,T1656
Financial Theft,T1657
Content Injection,T1659
Hide Infrastructure,T1665
Initial Access,TA0001
Execution,TA0002
Persistence,TA0003
Privilege Escalation,TA0004
Defense Evasion,TA0005
Credential Access,TA0006
Discovery,TA0007
Lateral Movement,TA0008
Collection,TA0009
Exfiltration,TA0010
Command and Control,TA0011
Impact,TA0040
Resource Development,TA0042
Reconnaissance,TA0043
